,g.id,g.gender,g.age,g.nas,g.province,g.city,g.education,g.occupation,o.indoor,o.outdoor,o.media,o.sports,o.free.offer,o.difficult.quit,o.harm.general,o.harm.water,o.har.fruit.taste,o.work.restriction,o.now.use,n.previous.use,n.why.combined,n.why.choices,n.friend.use,n.meet.friend,n.reaction.family,n.reaction.friend,n.public.indoor.use,n.public.indoor.use.days,n.public.outdoor.use,n.public.outdoor.use.days,n.offer.accept,c.age,c.reason.use.combined,c.reason.use.choices,c.use.quantity,c.morning.affinity,c.light.time,c.hours.affinity,c.which.difficult,c.affinity.sickness,c.where.first,c.how.first,c.enjoy.cigarette,c.restriction.bother,c.effect.increase.friends,c.increases.respect,c.suggest.family.friends,cq.willing.quit,cq.quit.commit,cq.reason.quit.combined,cq.reason.quit.choices,cq.quit.times,cq.quit.interval,cq.last.quit,cq.reason.unsuccessful.quit,cq.quit.methods,cq.quit.negative.combined,cq.quit.negative.choices,cq.ca.quit.again,cq.quit.supporter,h.age,h.main.reason.combined,h.main.reason.choices,h.use.quantity,h.morning.affinity,h.light.time,h.hours.affinity,h.spend.time,h.tobaco.class,h.which.difficult,h.affinity.sickness,h.where.first,h.how.first,h.enjoy.hooka,h.restriction.bother,h.effect.increase.friends,h.increases.respect,h.suggest.family.friends,hq.willing.quit,hq.quit.commit,hq.reason.quit.combined,hq.reason.quit.choices,hq.quit.times,hq.quit.interval,hq.last.quit,hq.reason.unsuccessful.quit,hq.quit.methods,hq.quit.negative.combined,hq.quit.negative.choices,hq.ca.quit.again,hq.quit.supporter,r.shortness,r.productive.cough,r.reduced.capacity,r.respiratory.doctor,r.respiratory.diagnosis,p.p,p.p.code,p.spam,p.date.start,p.date.finish,test.s,test.f,test.len,start.date,start.time,finish.date,finish.time
617,4FQE,F,40,128,فارس,شيراز,elementary,Free,No,No,No,No,No,Yes sir,Yes sir,No idea,It is no different from traditional,Yes,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,29,--Gain pleasure----As entertainment and fun-----,2,once,1,After breakfast,the night,5 minutes,Fruity,the night,No,Home,Out of curiosity,I agree,Yes,There is no difference or effect,It does not matter,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,Yes,1401,Spam,1399/12/19-15:20:48,1399/12/19-15:25:40,1399-12-19 15:20:48,1399-12-19 15:25:40,292,1399/12/19,15:20:48,1399/12/19,15:25:40
618,UhD1,M,60,130,فارس,شيراز,No education,manual worker,No,No,No,No,Yes sir,Yes sir,No idea,No,It is no different from traditional,No,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,---Gain experience-----Curiosity---,2,11 to 20 yarns (about one envelope),10,5 minutes,Early morning,Early morning,Yes,When having fun,Out of curiosity,I strongly agree,Yes,They have more friends,It does not matter,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I completely disagree,No,NA,Yes,1404,Spam,1399/12/19-15:20:01,1399/12/19-15:28:26,1399-12-19 15:20:01,1399-12-19 15:28:26,505,1399/12/19,15:20:01,1399/12/19,15:28:26
619,yNJ0,F,29,141,فارس,شيراز,pre-university,housewife,No idea,No idea,No,No,No,No,No idea,No,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,I do not care,I do not care,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,Yes,1401,Spam,1399/12/19-15:17:21,1399/12/19-15:20:26,1399-12-19 15:17:21,1399-12-19 15:20:26,185,1399/12/19,15:17:21,1399/12/19,15:20:26
620,brhT,M,65,119,فارس,شيراز,No education,manual worker,No,No idea,Yes sir,No,Yes sir,No idea,Yes sir,No,It is no different from traditional,No,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-Refreshment-----As entertainment and fun-----,2,11 to 20 yarns (about one envelope),7,5 minutes,Early morning,Early morning,No,When having fun,Unfamiliar people,I strongly agree,No,has no effect,No,No,Yes,Yes,Fear of getting sick--For the sake of my children-----,2,Two to three times,Under 1 month,Less than a month ago,Difficulties,other,-Boredom---Weight Gain-,2,No,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I do not know,Yes sir,I do not know,Yes,1402,Spam,1399/12/19-15:15:58,1399/12/19-15:23:29,1399-12-19 15:15:58,1399-12-19 15:23:29,451,1399/12/19,15:15:58,1399/12/19,15:23:29
621,dNyQ,F,39,143,فارس,قطب آباد,elementary,housewife,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,"It hurts, but very little",No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1399/12/19-13:28:36,1399/12/19-13:35:28,1399-12-19 13:28:36,1399-12-19 13:35:28,412,1399/12/19,13:28:36,1399/12/19,13:35:28
622,roHD,M,22,139,كرمانشاه,كرمانشاه,diplomas,Student,Yes sir,No idea,No,No,No,No idea,Yes sir,No idea,It is no different from traditional,Yes,Hookah fan,Yes,It is harmful to my health-----,1,Yes sir,Less than three days a week,I do not care,I do not care,Yes sir,A week ago,Yes sir,A week ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1399/12/19-11:46:02,1399/12/19-11:51:09,1399-12-19 11:46:02,1399-12-19 11:51:09,307,1399/12/19,11:46:02,1399/12/19,11:51:09
623,f3ME,F,28,139,فارس,شيراز,diplomas,housewife,Yes sir,No,Yes sir,No,Yes sir,No idea,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,Recommended to leave,Yes sir,1 to 2 days ago,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,Yes sir,seasonal allergy,Yes,1402,NA,1399/12/19-11:33:25,1399/12/19-11:38:29,1399-12-19 11:33:25,1399-12-19 11:38:29,304,1399/12/19,11:33:25,1399/12/19,11:38:29
624,JLBS,M,21,142,فارس,شيراز,Bachelors,Student,Yes sir,Yes sir,Yes sir,Yes sir,No,Yes sir,No,Yes sir,"Yes, it is completely harmless",No,Hookah fan,No,NA,0,No,NA,I do not care,I do not care,No,NA,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I do not know,No,NA,Yes,1400,NA,1399/12/19-11:25:30,1399/12/19-11:26:39,1399-12-19 11:25:30,1399-12-19 11:26:39,69,1399/12/19,11:25:30,1399/12/19,11:26:39
625,gakK,F,18,142,فارس,شيراز,pre-university,student,Yes sir,No,Yes sir,No,No,No,Yes sir,No,"It hurts, but very little",No,I do not consume at all,No,NA,0,No,NA,Control and reduce traffic,Control and reduce traffic,No,NA,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,Yes,1400,NA,1399/12/19-11:24:01,1399/12/19-11:25:16,1399-12-19 11:24:01,1399-12-19 11:25:16,75,1399/12/19,11:24:01,1399/12/19,11:25:16
626,Y7qT,M,18,142,فارس,شيراز,pre-university,student,Yes sir,Yes sir,Yes sir,Yes sir,No,No,Yes sir,No idea,"It hurts, but very little",No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Advise not to be in my presence,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,Yes,1400,NA,1399/12/19-11:22:17,1399/12/19-11:23:30,1399-12-19 11:22:17,1399-12-19 11:23:30,73,1399/12/19,11:22:17,1399/12/19,11:23:30
627,gKlp,M,27,140,فارس,شيراز,High School,I'm looking for a job,Yes sir,Yes sir,No,Yes sir,No,Yes sir,Yes sir,No,"It hurts, but very little",No,I do not consume at all,Yes,It is harmful to my health-----,1,No,NA,Recommended to leave,Advise not to be in my presence,No,NA,Yes sir,A week ago,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,Yes,1400,NA,1399/12/19-11:20:16,1399/12/19-11:22:00,1399-12-19 11:20:16,1399-12-19 11:22:00,104,1399/12/19,11:20:16,1399/12/19,11:22:00
628,yttR,F,36,142,فارس,شيراز,Bachelors,Free,Yes sir,Yes sir,Yes sir,No,No,No idea,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Advise not to be in my presence,No,NA,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,Yes,1400,NA,1399/12/19-11:18:44,1399/12/19-11:20:11,1399-12-19 11:18:44,1399-12-19 11:20:11,87,1399/12/19,11:18:44,1399/12/19,11:20:11
629,uxNb,F,29,142,فارس,شيراز,Bachelors,Student,Yes sir,No idea,Yes sir,Yes sir,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,Yes,1400,NA,1399/12/19-11:14:15,1399/12/19-11:18:38,1399-12-19 11:14:15,1399-12-19 11:18:38,263,1399/12/19,11:14:15,1399/12/19,11:18:38
630,hcpk,M,51,139,فارس,شيراز,middle,Free,Yes sir,Yes sir,No,Yes sir,No,Yes sir,Yes sir,No,"Yes, it is completely harmless",No,Cigarette butts,Yes,It is harmful to my health-----,1,Yes sir,More than three days a week,Control and reduce traffic,I can not point out,No,NA,Yes sir,1 to 2 days ago,I definitely accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,no never,I disagree,No,NA,Yes,1400,NA,1399/12/19-11:09:53,1399/12/19-11:11:45,1399-12-19 11:09:53,1399-12-19 11:11:45,112,1399/12/19,11:09:53,1399/12/19,11:11:45
631,f5wh,F,45,142,فارس,شيراز,Bachelors,Employee,Yes sir,Yes sir,Yes sir,No,No,No idea,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,Yes,1400,NA,1399/12/19-11:08:22,1399/12/19-11:09:48,1399-12-19 11:08:22,1399-12-19 11:09:48,86,1399/12/19,11:08:22,1399/12/19,11:09:48
632,KzM6,F,72,142,فارس,شيراز,No education,housewife,Yes sir,Yes sir,No,No,No,No idea,Yes sir,No,It is no different from traditional,No,Hookah fan,No,NA,0,No,NA,I do not care,I do not care,No,NA,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,Yes,1400,NA,1399/12/19-11:06:21,1399/12/19-11:08:18,1399-12-19 11:06:21,1399-12-19 11:08:18,117,1399/12/19,11:06:21,1399/12/19,11:08:18
633,uAct,M,69,140,فارس,شيراز,High School,Free,Yes sir,Yes sir,Yes sir,No,Yes sir,No,Yes sir,No,"It hurts, but very little",Yes,Cigarette butts,No,NA,0,Yes sir,More than three days a week,I do not care,I do not care,No,NA,Yes sir,3 to 4 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I agree to some extent,No,NA,Yes,1400,NA,1399/12/19-11:03:48,1399/12/19-11:06:17,1399-12-19 11:03:48,1399-12-19 11:06:17,149,1399/12/19,11:03:48,1399/12/19,11:06:17
634,jTxm,M,44,140,فارس,شيراز,middle,manual worker,Yes sir,Yes sir,Yes sir,Yes sir,Yes sir,No,Yes sir,No,"It hurts, but very little",No,Hookah fan,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,Recommended to leave,No,NA,Yes sir,A week ago,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Yes - a few days a month,I agree to some extent,No,NA,Yes,1400,NA,1399/12/19-10:56:45,1399/12/19-10:58:39,1399-12-19 10:56:45,1399-12-19 10:58:39,114,1399/12/19,10:56:45,1399/12/19,10:58:39
635,Y4wP,F,39,128,فارس,شيراز,Conservatory,housewife,Yes sir,No,No,Yes sir,No,No,Yes sir,Yes sir,It is no different from traditional,No,Professional hookah,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,19,-Refreshment-Gain pleasure--Life pressure and stress-------,3,once,0,After breakfast,Around noon,5 minutes,Traditional,the night,Yes,Home,At the suggestion of a first-class family,I agree,No,They have fewer friends,No,Yes sir,No,No,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Only when you have a cold or infection,I disagree,No,NA,Yes,1400,NA,1399/12/19-10:54:22,1399/12/19-10:56:40,1399-12-19 10:54:22,1399-12-19 10:56:40,138,1399/12/19,10:54:22,1399/12/19,10:56:40
636,HLES,M,38,140,هرمزگان,كيش,Masters,Free,No,No,No,No,No,No,Yes sir,No,It is no different from traditional,No,Hookah fan,No,NA,0,Yes sir,More than three days a week,Recommended to leave,Recommended to leave,Yes sir,3 to 4 days ago,Yes sir,3 to 4 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/19-10:00:11,1399/12/19-10:04:45,1399-12-19 10:00:11,1399-12-19 10:04:45,274,1399/12/19,10:00:11,1399/12/19,10:04:45
637,CS5k,F,19,139,فارس,شيراز,pre-university,student,Yes sir,Yes sir,Yes sir,No,Yes sir,No,No,No,"It hurts, but very little",Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,I can not point out,Recommended to leave,Yes sir,1 to 2 days ago,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,Yes,1402,NA,1399/12/19-09:46:55,1399/12/19-09:51:27,1399-12-19 09:46:55,1399-12-19 09:51:27,272,1399/12/19,9:46:55,1399/12/19,9:51:27
638,3rws,M,34,139,فارس,شيراز,High School,Employee,Yes sir,No,Yes sir,No,Yes sir,No idea,Yes sir,No,"It hurts, but very little",Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,Control and reduce traffic,Yes sir,A week ago,Yes sir,5 to 6 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,Yes,1402,NA,1399/12/19-09:25:46,1399/12/19-09:29:39,1399-12-19 09:25:46,1399-12-19 09:29:39,233,1399/12/19,9:25:46,1399/12/19,9:29:39
639,Bxim,F,38,140,فارس,شيراز,Bachelors,housewife,No,No,No,No,No,No,Yes sir,No,"It hurts, but very little",Yes,Hookah fan,Yes,-----High cost of consumption,1,Yes sir,More than three days a week,Recommended to leave,I do not care,Yes sir,3 to 4 days ago,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/19-09:03:54,1399/12/19-09:09:21,1399-12-19 09:03:54,1399-12-19 09:09:21,327,1399/12/19,9:03:54,1399/12/19,9:09:21
640,NtGC,F,39,141,فارس,اسير,Bachelors,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,I can not point out,Recommended to leave,Yes sir,A week ago,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/19-02:14:12,1399/12/19-02:18:06,1399-12-19 02:14:12,1399-12-19 02:18:06,234,1399/12/19,2:14:12,1399/12/19,2:18:06
641,zxsa,F,42,142,البرز,كرج,pre-university,housewife,No,No,No,No,No,No idea,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I do not care,I do not care,No,NA,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/19-00:21:09,1399/12/19-00:26:30,1399-12-19 00:21:09,1399-12-19 00:26:30,321,1399/12/19,0:21:09,1399/12/19,0:26:30
642,Mx3C,F,41,140,اصفهان,اصفهان,Bachelors,housewife,No,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,Recommended to leave,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,I'm not a questioner,NA,NA,1399/12/19-00:21:02,1399/12/19-00:25:28,1399-12-19 00:21:02,1399-12-19 00:25:28,266,1399/12/19,0:21:02,1399/12/19,0:25:28
643,HrBS,F,41,140,فارس,شيراز,Bachelors,Free,Yes sir,Yes sir,Yes sir,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,Yes,---I am not interested--,1,Yes sir,Less than three days a week,Recommended to leave,Control and reduce traffic,Yes sir,3 to 4 days ago,No,NA,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/19-00:06:53,1399/12/19-00:13:38,1399-12-19 00:06:53,1399-12-19 00:13:38,405,1399/12/19,0:06:53,1399/12/19,0:13:38
644,QTVK,M,73,140,تهران,تهران,Masters,Retired,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,Yes,---I am not interested--,1,Yes sir,Less than three days a week,I do not care,I do not care,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I completely disagree,Yes sir,Bronchitis (acute),I'm not a questioner,NA,NA,1399/12/18-23:59:39,1399/12/19-00:04:26,1399-12-18 23:59:39,1399-12-19 00:04:26,287,1399/12/18,23:59:39,1399/12/19,0:04:26
645,QjAM,M,46,143,فارس,شيراز,Masters,Free,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,Advice not to smoke in my presence,Advise not to be in my presence,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1399/12/18-23:45:56,1399/12/18-23:51:31,1399-12-18 23:45:56,1399-12-18 23:51:31,335,1399/12/18,23:45:56,1399/12/18,23:51:31
646,GyME,F,35,142,فارس,شيراز,Masters,Free,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No idea,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Advice not to smoke in my presence,I can not point out,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,no never,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1399/12/18-23:31:00,1399/12/18-23:35:17,1399-12-18 23:31:00,1399-12-18 23:35:17,257,1399/12/18,23:31:00,1399/12/18,23:35:17
